space,train_dataset,train_split,eval_dataset,eval_split,train_n_centroids,eval_n_centroids,train_total_weight,eval_total_weight,distance_metric,flow_normalized,train_kmeans_k,eval_kmeans_k,self_radius_k,radius_quantile,radius_train,radius_eval,mean_nn_eval_to_train,median_nn_eval_to_train,p90_nn_eval_to_train,p95_nn_eval_to_train,mean_nn_train_to_eval,median_nn_train_to_eval,p90_nn_train_to_eval,p95_nn_train_to_eval,weighted_distances,weighted_radius,radius_neighbor_agg,flow_image_h,flow_image_w
flow,flyingthings_synthetic_30_70,train,kitti2015,val,8192,8192,16000000,408402,sqL2,True,8192,8192,1,0.95,0.0016773045063018799,0.00010410696268081665,5.387956108991585e-06,1.600012183189392e-06,1.444108784198761e-05,2.1882355213165283e-05,0.02697483845150892,7.80448317527771e-05,0.05468079447746277,0.13658523559570312,True,True,kth,512,512
flow,flyingthings_synthetic_30_70,train,kitti2012,val,8192,8192,16000000,397312,sqL2,True,8192,8192,1,0.95,0.0016773045063018799,3.530830144882202e-05,3.3397413147358693e-06,1.4025717973709106e-06,8.895061910152435e-06,1.2967735528945923e-05,0.03701333823474036,0.000546872615814209,0.08879522979259491,0.19045627117156982,True,True,kth,512,512
flow,flyingthings_synthetic_30_70,train,spair,test,8192,8192,16000000,88328,sqL2,True,8192,8192,1,0.95,0.0016773045063018799,0.0030008554458618164,0.003267648738512825,0.00013276934623718262,0.004198908805847168,0.011695265769958496,0.0001241277077069852,3.298744559288025e-05,0.00010199844837188721,0.00015822052955627441,True,True,kth,512,512
flow,flyingthings_synthetic_30_70,train,pfpascal,test,8192,2414,16000000,2414,sqL2,True,8192,2414,1,0.95,0.0016773045063018799,0.0010426044464111328,7.789152996089429e-05,1.7136335372924805e-05,0.00012049078941345215,0.0002320408821105957,0.0036151828915887744,5.299411714076996e-05,0.0007828176021575928,0.003290832042694092,True,True,kth,512,512
flow,flyingthings_synthetic_30_70,train,pfwillow,test,8192,8192,16000000,9000,sqL2,True,8192,8192,1,0.95,0.0016773045063018799,0.00035321712493896484,0.00017483433046638512,1.882202923297882e-05,0.00018146634101867676,0.0004221200942993164,0.0025330756206565076,1.619616523385048e-05,0.00023445487022399902,0.0008935034275054932,True,True,kth,512,512
flow,flyingthings_synthetic_30_70,train,pointodyssey,test,8192,8192,16000000,16000000,sqL2,True,8192,8192,1,0.95,0.0016773045063018799,0.00010276399552822113,3.0055040473192063e-06,4.749890649691224e-07,4.955800250172615e-06,1.0393094271421432e-05,0.007716979502158315,5.2168965339660645e-05,0.0038616210222244263,0.013458400964736938,True,True,kth,512,512
flow,flyingthings_synthetic_30_70,train,tss,val,8192,8192,16000000,819200,sqL2,True,8192,8192,1,0.95,0.0016773045063018799,0.0013315677642822266,0.0013932924644696348,1.2248754501342773e-05,0.00014448165893554688,0.0016159415245056152,0.004240984196283864,8.556991815567017e-06,0.00042873620986938477,0.002684563398361206,True,True,kth,512,512
flow,flyingthings_synthetic_30_70,train,middlebury,val,8192,8192,16000000,98304,sqL2,True,8192,8192,1,0.95,0.0016773045063018799,1.4901161193847656e-08,8.327110760930623e-06,4.56441193819046e-06,2.162158489227295e-05,2.7157366275787354e-05,0.10323419067767362,0.02650398015975952,0.2767855226993561,0.45945632457733154,True,True,kth,512,512
flow,flyingthings_synthetic_70_30,train,flyingthings,test,8192,8192,16000000,14319616,sqL2,True,8192,8192,1,0.95,0.001379549503326416,0.0006467252969741821,0.0002905646103634581,1.169857569038868e-06,2.9636546969413757e-05,7.460266351699829e-05,0.0005131928699446783,2.823770046234131e-06,0.0002324432134628296,0.0008314251899719238,True,True,kth,512,512
flow,flyingthings_synthetic_70_30,train,kitti2015,val,8192,8192,16000000,408402,sqL2,True,8192,8192,1,0.95,0.001379549503326416,0.00010410696268081665,6.0139619957256775e-06,8.395873010158539e-07,1.5605241060256958e-05,2.8755515813827515e-05,0.015255945806767821,7.07525759935379e-06,0.014243468642234802,0.05793994665145874,True,True,kth,512,512
flow,flyingthings_synthetic_70_30,train,kitti2012,val,8192,8192,16000000,397312,sqL2,True,8192,8192,1,0.95,0.001379549503326416,3.530830144882202e-05,2.8532253510410614e-06,7.282942533493042e-07,7.604248821735382e-06,1.2930482625961304e-05,0.02105055871823953,2.532079815864563e-05,0.03302055597305298,0.09502379596233368,True,True,kth,512,512
flow,flyingthings_synthetic_70_30,train,spair,test,8192,8192,16000000,88328,sqL2,True,8192,8192,1,0.95,0.001379549503326416,0.0030008554458618164,0.004483156740643058,0.00025346875190734863,0.009206891059875488,0.019623994827270508,0.00014990778795929928,2.8584581741597503e-05,7.860362529754639e-05,0.00010704994201660156,True,True,kth,512,512
flow,flyingthings_synthetic_70_30,train,pfpascal,test,8192,2414,16000000,2414,sqL2,True,8192,2414,1,0.95,0.001379549503326416,0.0010426044464111328,0.00013031235290774293,2.3767352104187012e-05,0.00023639202117919922,0.00046885013580322266,0.002339201837904567,3.528781235218048e-05,0.0002652108669281006,0.0008126497268676758,True,True,kth,512,512
flow,flyingthings_synthetic_70_30,train,pfwillow,test,8192,8192,16000000,9000,sqL2,True,8192,8192,1,0.95,0.001379549503326416,0.00035321712493896484,0.0003206756083258774,2.7239322662353516e-05,0.00034886598587036133,0.0008822381496429443,0.001811082022781658,9.174953447654843e-06,8.32676887512207e-05,0.00023607909679412842,True,True,kth,512,512
flow,flyingthings_synthetic_70_30,train,pointodyssey,test,8192,8192,16000000,16000000,sqL2,True,8192,8192,1,0.95,0.001379549503326416,0.00010276399552822113,3.8043525657035584e-06,2.3879692889750004e-07,3.409571945667267e-06,9.977258741855621e-06,0.0046125726126691495,5.81890344619751e-06,0.0011060386896133423,0.0038237422704696655,True,True,kth,512,512
flow,flyingthings_synthetic_70_30,train,tss,val,8192,8192,16000000,819200,sqL2,True,8192,8192,1,0.95,0.001379549503326416,0.0013315677642822266,0.0013215310811057013,1.5113502740859985e-05,0.0002877861261367798,0.00328141450881958,0.0026557593674320108,4.654750227928162e-06,7.800757884979248e-05,0.00043335556983947754,True,True,kth,512,512
flow,flyingthings_synthetic_70_30,train,middlebury,val,8192,8192,16000000,98304,sqL2,True,8192,8192,1,0.95,0.001379549503326416,1.4901161193847656e-08,9.125040081769953e-06,3.670342266559601e-06,2.635456621646881e-05,3.693625330924988e-05,0.059266098553613894,0.006811370141804218,0.1500638872385025,0.27659910917282104,True,True,kth,512,512
flow,sintel_synthetic_30_70,train,flyingthings,test,8192,8192,16000000,14319616,sqL2,True,8192,8192,1,0.95,0.0016603171825408936,0.0006467252969741821,0.0002869751635520192,3.228895366191864e-06,2.5939196348190308e-05,5.190074443817139e-05,0.0008331738885969822,1.280754804611206e-05,0.0007040500640869141,0.0022290945053100586,True,True,kth,512,512
flow,sintel_synthetic_30_70,train,kitti2015,val,8192,8192,16000000,408402,sqL2,True,8192,8192,1,0.95,0.0016603171825408936,0.00010410696268081665,6.447653492666393e-06,2.0563602447509766e-06,1.7719808965921402e-05,2.6069581508636475e-05,0.025355463174599274,3.458559513092041e-05,0.04996757209300995,0.13099366426467896,True,True,kth,512,512
flow,sintel_synthetic_30_70,train,kitti2012,val,8192,8192,16000000,397312,sqL2,True,8192,8192,1,0.95,0.0016603171825408936,3.530830144882202e-05,4.271983283979754e-06,1.8022255972027779e-06,1.1758878827095032e-05,1.6534700989723206e-05,0.0345217280879665,0.00018040556460618973,0.08214294910430908,0.17931371927261353,True,True,kth,512,512
flow,sintel_synthetic_30_70,train,spair,test,8192,8192,16000000,88328,sqL2,True,8192,8192,1,0.95,0.0016603171825408936,0.0030008554458618164,0.0034623120932822543,0.00013463199138641357,0.0044782161712646484,0.011696934700012207,8.777724946014212e-05,2.944469451904297e-05,9.511411190032959e-05,0.00014281272888183594,True,True,kth,512,512
flow,sintel_synthetic_30_70,train,pfpascal,test,8192,2414,16000000,2414,sqL2,True,8192,2414,1,0.95,0.0016603171825408936,0.0010426044464111328,7.001561687028959e-05,2.030935138463974e-05,0.00013139843940734863,0.0002595484256744385,0.0033715910006171935,4.5165419578552246e-05,0.0007052570581436157,0.0025665462017059326,True,True,kth,512,512
flow,sintel_synthetic_30_70,train,pfwillow,test,8192,8192,16000000,9000,sqL2,True,8192,8192,1,0.95,0.0016603171825408936,0.00035321712493896484,0.0001610720176625667,2.162950113415718e-05,0.00016942620277404785,0.0004089474678039551,0.002255035111456773,1.4825012840447016e-05,0.00018262863159179688,0.0007925927639007568,True,True,kth,512,512
flow,sintel_synthetic_30_70,train,pointodyssey,test,8192,8192,16000000,16000000,sqL2,True,8192,8192,1,0.95,0.0016603171825408936,0.00010276399552822113,3.5117077236895457e-06,2.270971890538931e-07,7.326365448534489e-06,1.4483928680419922e-05,0.007179871780490772,3.431178629398346e-05,0.0033788681030273438,0.011139899492263794,True,True,kth,512,512
flow,sintel_synthetic_30_70,train,tss,val,8192,8192,16000000,819200,sqL2,True,8192,8192,1,0.95,0.0016603171825408936,0.0013315677642822266,0.001625194437613318,1.4916062355041504e-05,0.0001623779535293579,0.001619577407836914,0.00350478033821949,6.882473826408386e-06,0.0003299713134765625,0.002156078815460205,True,True,kth,512,512
flow,sintel_synthetic_30_70,train,middlebury,val,8192,8192,16000000,98304,sqL2,True,8192,8192,1,0.95,0.0016603171825408936,1.4901161193847656e-08,1.11881145971419e-05,7.044058293104172e-06,2.459809184074402e-05,3.283470869064331e-05,0.09554181364001006,0.019959788769483566,0.25936657190322876,0.4338948726654053,True,True,kth,512,512
flow,sintel_synthetic_70_30,train,flyingthings,test,8192,8192,16000000,14319616,sqL2,True,8192,8192,1,0.95,0.0013506114482879639,0.0006467252969741821,0.0005099464891210128,2.9442599043250084e-06,4.509091377258301e-05,0.00010196864604949951,0.0003877536766269143,3.7706922739744186e-07,0.00015152990818023682,0.0006080120801925659,True,True,kth,512,512
flow,sintel_synthetic_70_30,train,kitti2015,val,8192,8192,16000000,408402,sqL2,True,8192,8192,1,0.95,0.0013506114482879639,0.00010410696268081665,8.97086545424625e-06,1.6200356185436249e-06,2.343207597732544e-05,4.2185187339782715e-05,0.011112405793531984,5.367182893678546e-07,0.007437184453010559,0.04378069192171097,True,True,kth,512,512
flow,sintel_synthetic_70_30,train,kitti2012,val,8192,8192,16000000,397312,sqL2,True,8192,8192,1,0.95,0.0013506114482879639,3.530830144882202e-05,4.849183451381839e-06,1.2440141290426254e-06,1.3141892850399017e-05,2.04574316740036e-05,0.015724266185873383,4.016328603029251e-07,0.02147076651453972,0.07579737901687622,True,True,kth,512,512
flow,sintel_synthetic_70_30,train,spair,test,8192,8192,16000000,88328,sqL2,True,8192,8192,1,0.95,0.0013506114482879639,0.0030008554458618164,0.0067563492045914905,0.00031942129135131836,0.00930178165435791,0.02705228328704834,4.0336601812420395e-05,2.0802021026611328e-05,6.849318742752075e-05,9.743869304656982e-05,True,True,kth,512,512
flow,sintel_synthetic_70_30,train,pfpascal,test,8192,2414,16000000,2414,sqL2,True,8192,2414,1,0.95,0.0013506114482879639,0.0010426044464111328,0.0001912068607781499,3.37846577167511e-05,0.00028224289417266846,0.0005166530609130859,0.0013087072961148187,2.6527850423008204e-05,0.0001946091651916504,0.0005448758602142334,True,True,kth,512,512
flow,sintel_synthetic_70_30,train,pfwillow,test,8192,8192,16000000,9000,sqL2,True,8192,8192,1,0.95,0.0013506114482879639,0.00035321712493896484,0.0003564697725220564,3.946572542190552e-05,0.000448763370513916,0.0010492205619812012,0.0007872761252543891,9.046867489814758e-06,6.190221756696701e-05,0.0001660957932472229,True,True,kth,512,512
flow,sintel_synthetic_70_30,train,pointodyssey,test,8192,8192,16000000,16000000,sqL2,True,8192,8192,1,0.95,0.0013506114482879639,0.00010276399552822113,5.662046039192869e-06,1.1088559404015541e-07,8.348142728209496e-06,1.7859041690826416e-05,0.0027718955689971787,3.9301812648773193e-07,0.0006555020809173584,0.0027481913566589355,True,True,kth,512,512
flow,sintel_synthetic_70_30,train,tss,val,8192,8192,16000000,819200,sqL2,True,8192,8192,1,0.95,0.0013506114482879639,0.0013315677642822266,0.0018795036946302828,2.256035804748535e-05,0.0003501474857330322,0.0035752058029174805,0.0015857880414900623,3.6216679291101173e-06,5.2168965339660645e-05,0.0002767890691757202,True,True,kth,512,512
flow,sintel_synthetic_70_30,train,middlebury,val,8192,8192,16000000,98304,sqL2,True,8192,8192,1,0.95,0.0013506114482879639,1.4901161193847656e-08,1.4994581628495022e-05,8.191913366317749e-06,3.1299889087677e-05,6.605684757232666e-05,0.04608015739331566,0.0016664436552673578,0.12233409285545349,0.24751824140548706,True,True,kth,512,512
