src,bench,variant,actual,L2,L2K
sintel,pfwillow,catspp|False|False,17.9333,42.09146883206043,43.27069143193409
sintel,pointodyssey,catspp|False|False,47.6015,47.200676956843246,48.48995764616659
sintel,spair,catspp|False|False,3.7321,38.2730525194533,35.777512326667654
sintel,synthetic,catspp|False|False,22.7542,27.56191041209752,23.811901868815117
sintel,tss,catspp|False|False,32.9288,41.75498127812242,42.06417821574428
spair,flyingthings,catspp|False|False,3.3861,30.31506387105693,27.408860095362694
spair,kitti2012,catspp|False|False,10.184,75.02108336918101,74.87479841641951
spair,kitti2015,catspp|False|False,10.8859,73.0630758740879,70.2810934044149
spair,pfpascal,catspp|False|False,3.0238,40.06503032474647,37.407072378904154
spair,pfwillow,catspp|False|False,4.8667,33.117855855058934,31.772858873115602
spair,pointodyssey,catspp|False|False,3.4912,42.65553552575276,41.39819849648739
spair,spair,catspp|False|False,3.018,28.046468567799298,29.045275458143198
spair,synthetic,catspp|False|False,4.0712,17.084124484456368,19.318003766787577
spair,tss,catspp|False|False,5.2821,33.328599251236554,32.58859709944381
synthetic,flyingthings,catspp|False|False,58.1203,31.07894535925993,31.405919448237203
synthetic,kitti2012,catspp|False|False,83.2552,71.7909848941782,72.46358285029812
synthetic,kitti2015,catspp|False|False,86.5834,70.16548405627644,68.99634251440098
synthetic,pfpascal,catspp|False|False,14.1789,40.63570097881678,41.201027134311545
synthetic,pfwillow,catspp|False|False,15.2778,34.20766435399994,34.30469491755337
synthetic,pointodyssey,catspp|False|False,38.9858,41.422860869898955,42.082451065840964
synthetic,spair,catspp|False|False,4.0731,29.793417689185027,29.313502650189534
synthetic,synthetic,catspp|False|False,22.1053,19.639505535882737,19.917334068082116
synthetic,tss,catspp|False|False,32.3684,34.363712147014404,34.577807422198774
synthetic_2d_warp,flyingthings,catspp|False|False,62.5568,31.811379700526736,29.85563214596496
synthetic_2d_warp,kitti2012,catspp|False|False,76.4616,72.39337421498426,73.66887267630719
synthetic_2d_warp,kitti2015,catspp|False|False,83.0162,71.26961157575309,71.96655306629378
synthetic_2d_warp,pfpascal,catspp|False|False,10.5271,40.796637917584995,39.09454111875653
synthetic_2d_warp,pfwillow,catspp|False|False,11.9667,34.71836722311269,34.065053642653844
synthetic_2d_warp,pointodyssey,catspp|False|False,51.6048,42.98357925750722,42.51788940714697
synthetic_2d_warp,spair,catspp|False|False,3.1293,30.551617149644105,29.780356748971105
synthetic_2d_warp,synthetic,catspp|False|False,20.1312,20.45727270440208,21.037741080325112
synthetic_2d_warp,tss,catspp|False|False,20.8428,34.24115967113018,33.38795238348164
synthetic_large_zoom,flyingthings,catspp|False|False,67.1619,37.598509863973106,39.32802441631824
synthetic_large_zoom,kitti2012,catspp|False|False,88.0451,77.29094821576665,80.81697189245489
synthetic_large_zoom,kitti2015,catspp|False|False,90.7618,76.15875062176326,81.2510932593395
synthetic_large_zoom,pfpascal,catspp|False|False,16.3109,47.62075732551188,49.50980504688901
synthetic_large_zoom,pfwillow,catspp|False|False,18.7222,41.03099863546848,41.50400260093469
synthetic_large_zoom,pointodyssey,catspp|False|False,34.7757,46.901589359509984,48.27106480593484
synthetic_large_zoom,spair,catspp|False|False,4.0943,36.24998802074784,34.43872036827642
synthetic_large_zoom,synthetic,catspp|False|False,39.135,26.33095921180958,23.573182003729936
synthetic_large_zoom,tss,catspp|False|False,33.0076,40.47192788144453,40.60819856369552
synthetic_random_flipping,flyingthings,catspp|False|False,43.8954,21.999500713879666,21.08321858108495
synthetic_random_flipping,kitti2012,catspp|False|False,62.5595,62.83314763945603,49.61748473084901
synthetic_random_flipping,kitti2015,catspp|False|False,72.005,61.92796957043544,47.94439799871401
synthetic_random_flipping,pfpascal,catspp|False|False,5.3233,29.149657946528407,27.04138977867485
synthetic_random_flipping,pfwillow,catspp|False|False,8.2333,22.63076078448479,23.371095057198882
synthetic_random_flipping,pointodyssey,catspp|False|False,17.1954,31.756434856957085,28.524319907293588
synthetic_random_flipping,spair,catspp|False|False,3.3223,17.235641042260216,20.672129282935373
synthetic_random_flipping,synthetic,catspp|False|False,19.2799,7.699746889633671,14.461251491871643
synthetic_random_flipping,tss,catspp|False|False,11.4546,22.736226872830443,23.14371991024548
synthetic_small_zoom,flyingthings,catspp|False|False,66.7727,37.81489123556962,40.90001302986064
synthetic_small_zoom,kitti2012,catspp|False|False,90.3601,78.04698906236018,81.92033524073439
